id,username,text,keywords,date,location
1153122170324824064,witgenuino,"Ya tu sáe... 🤥
#RenunciaPiñera
#NoMásChantas
#GobiernoMediocre
#NoMásAFP
#PensionesDignas
👉#AC https://t.co/pxVj0J9tvo",['#RenunciaPiñera'],2019-07-22 01:58:44,Symbiotic City - Paine Towers
1148683361742983174,humanoide_gtr,"#RenunciaUbilla #RenunciaChadwick #RenunciaPiñera #RenunciaCubillos, Renuncien todos!!!, #NosCansamos! https://t.co/VOmHnBFoai",['#RenunciaPiñera'],2019-07-09 20:00:29,"Alimapu, Valparaíso "
1150204111679344640,SabinaMachuca,"Hagámosla cortita y de una, por el bien de  Chile, lo más práctico es que renuncie @sebastianpinera.
#RenunciaPiñera https://t.co/in164GfRu2",['#RenunciaPiñera'],2019-07-14 00:43:24,"Santiago, Chile"
1149486158260260864,Markilein,"#RenunciaCastillo #RenunciaCubillos #RenunciaChadwick  #RenunciaUbilla #RenunciaPiñera, #RenuncienTodos Manga de ineptos, indolentes, displicentes e ignorantes",['#RenunciaPiñera'],2019-07-12 01:10:31,
1152382573420658690,witgenuino,"Esta gente ya no tiene ni pudor ni vergüenza en reconocer que imponen su ""reformita"" a la gente, porque apostaron a ganador en un arreglín que sólo favorece al empresariado (que invirtió en ellos) 😐🙄
#GobiernoMediocre
#RenunciaPiñera
#BastaDeAbusos
#NoMásCorruptos
👉#AC https://t.co/dZL1mS4q1k",['#RenunciaPiñera'],2019-07-20 00:59:50,Symbiotic City - Paine Towers
1153756614933012480,patiperock,"Jajajajaja ministro chasquilla, gobierno culiao nefasto!!
#RenunciaMañalich
#renunciapiñera https://t.co/mfirNmTT8P",['#RenunciaPiñera'],2019-07-23 19:59:47,
1153758174056538113,witgenuino,"Otsea, la idea pasa por estirar el chicle hasta que el cagazo de #Osorno pase por un zapatito roto, lo usual, obviamente 'tamos hasta el loly, perreeeto!!... 😐🙄
#NoMásChantas
#NoMásLucro
#RenunciaPiñera
#QueSeVayanTodos
👉#AC https://t.co/usxRYxbIDd",['#RenunciaPiñera'],2019-07-23 20:05:59,Symbiotic City - Paine Towers
1145853407808409600,alexisAMLimport,@silviahistoria @DiputadaCidV @ColegiodeProfes @ceciperez1 @DiputadosRN @tomasfuentes @mcubillossigall @raulfiguersa @allamand #renunciapiñera y todos tus ministros nefastos https://t.co/SS0JLMeefn,['#RenunciaPiñera'],2019-07-02 00:35:16,Chile
1155648364295442432,aloayzah,"la proxima semana:
✔️#renunciachadwick
✔️#renunciacubillos
✔️#renunciamañalich
✔️#nomasafp
✔️#fueraEssal
✔️#devuelvanelagua
✔️#renunciapiñera https://t.co/B7Lg3vXUu9",['#RenunciaPiñera'],2019-07-29 01:16:55,38 S. 72 W
1146471749841838080,witgenuino,"Rompemarchas e infiltrados, como es usual cada vez que se pretende exigir dignidad, respeto y tus derechos  a un #GobiernoMediocre. ☝️😌
Pero la culpa es de la marcha... ¿cierto? 🙄 
¯\_(ツ)_/¯ 
#FuerzaProfes 
#RenunciaCubillos 
#RenunciaPiñera https://t.co/xp34P7myEf",['#RenunciaPiñera'],2019-07-03 17:32:20,Symbiotic City - Paine Towers
1154901915387486210,Lamarycienta,Ssssiiiii x fiiiin!!!! Llevo tanto rato tratando de q la gente se organice y empiece cn su #RenunciaPiñera https://t.co/dCIrucNvAU,['#RenunciaPiñera'],2019-07-26 23:50:48,
1154840155154464770,quenoperez,"Hablando de #Bombazo
Dónde están los militares desertores colombianos que ingresaron a Chile con autorización del gobierno de Piñera?
#bomba 
#carabineros 
#Bombas 
#tongo 
#Peligro 
#casocatrillanca 
#RenunciaPinera 
#renunciachadwick",[],2019-07-26 19:45:23,"Talca, Chile"
1154560647557865473,Roberto1Bruna,@Daniphaser Renuncia Piñera. #RenunciaPiñera,['#RenunciaPiñera'],2019-07-26 01:14:43,
1148573023898914817,LordNaxus,"Y dale con el gobierno anterior.. de verdad, no sé decir nada positivo sobre este gobierno #RENUNCIAPIÑERA #ubilla #Chadwick #CasoCatrillanca https://t.co/mypOOCBSOy",['#RenunciaPiñera'],2019-07-09 12:42:03,"Santiago, Chile"
1149828723035770880,granborracho,@RealCarlos1234 Espero que la desvinculación genere ese precedente...que haga renunciar a los que como mínimo se equivoca... #renunciachadwcki #renunciapiñera....,['#RenunciaPiñera'],2019-07-12 23:51:45,"Metropolitana de Santiago, Chi"
1153449192838352896,grandovich,"Así con los políticos a nivel americano!!

Aprovechemos y
#RenunciaCubillos 
#renunciachadwick 
#RenunciaMañalich 
#Renunciapiñera https://t.co/qrH3v4AW9z",['#RenunciaPiñera'],2019-07-22 23:38:12,"Santiago, Metropolitana de San"
1154507788942364672,CrisMCastroS,"@EliasAJimenez @gebauer_r1 El problema no son los ministros sino el weeta que los nombra.
#RenunciaPiñera 
#Jadue2020 
#NiCagandoAguantamosAl2022",['#RenunciaPiñera'],2019-07-25 21:44:41,Al otro lado del celular.
1150073745375207429,SolConcepcion30,"@IgnacioPapadpo1 @LolaCataln2 Oh que ven .mis ojos,,, es Venezuela o Chile ???? 
#Osorno Chille . 
Las Colas De Los Tiempos weones
#RenunciaPiñera
#RenunciaCubillos 
🇨🇱 🇨🇱 🇨🇱 🇨🇱 🇨🇱 🇨🇱 🇨🇱 🇨🇱 🇨🇱 🇨🇱 🇨🇱",['#RenunciaPiñera'],2019-07-13 16:05:22,"Concepción, Chile"
1154098290297909250,kntrafacis,"Que Grande la Gente de Puerto Rico un ejemplo de los ciudadanos q no permite q un wn racista, homofobico, que habla mal de su gente, lo gobierne. Y nosotros cuando 🤔🤔🤔 #RenunciaPiñera",['#RenunciaPiñera'],2019-07-24 18:37:29,"Viña del Mar, Chile"
1152191710857965568,HipogrifoChilen,@Chile_Alerta Esa es la “eficiencia” 🤢🤮 de la “empresa privada” que pregonaban las plastas de los Chicago Boys para apropiarse de las empresas de todos los chilenos!!😡😡 El agua debe ser estatizada AHORA!! #Essal #Osornobyl #TiemposPeores #ChileEnMarchaAtras #RenunciaPiñera,['#RenunciaPiñera'],2019-07-19 12:21:25,
1154559259247595520,Patrici35695598,"@Cooperativa Ahora falta el chupa cabras , de alguna manera tiene que salir a flote esta mierda de gobierno. #renunciapiñera y #elgobiernomiente.",['#RenunciaPiñera'],2019-07-26 01:09:12,
1154472002163499008,witgenuino,"Si el remitente dejó sus datos, entonces era más weón que el que anda dando esas declaraciones chantas.🤦‍♂️☝️😅
#RenunciaPiñera
#RenunciaChadwick
#GobiernoMediocre
👉#AC https://t.co/dYa7le88sU",['#RenunciaPiñera'],2019-07-25 19:22:29,Symbiotic City - Paine Towers
1150403610410463233,crisesmar1,"@sebastianpinera @WTravelAwards Ojalá algún día 🇨🇱 deje d ser reconocido como el pais q eligió 2 veces a un presidente CORRUPTO y LADRÓN y + encima q x arrancar dejó a su esposa sola 
Ud debe saber cómo se le denomina a esos hombres también?
#renunciacubillos #RenunciaPiñera
#Osornobyl #OsornoSinAguaPotable https://t.co/Ticp7fAgFa",['#RenunciaPiñera'],2019-07-14 13:56:08,Chile
1154778185306951681,Caroexpress,"@aluksicc ve lo irresponsable q fue potenciar al delincuente y ponerlo en La Moneda?

Hoy nadie cree en Piñera y eso es grave. A veces no es Ud y sus negocios lo más importante. 

Deje d posicionar hoy a Lavin q no es más q un maniquí de la 5ta Av N.York.

 #RenunciaPiñera
#Tongo",['#RenunciaPiñera'],2019-07-26 15:39:08,Santiago de Chile
1151583594369957889,sandrynave,Todo chile exige #RenunciaChadwick  y de pasadita #RenunciaPiñera 😝✊🏼 https://t.co/eQmf1NoNZQ,['#RenunciaPiñera'],2019-07-17 20:04:58,santiago /Chile    
1150150359064743936,Painostroza,"@sebastianpinera No siquiera menciona el tema #OsornoSinAgua !!! Que desastre de No-presidente tenemos 🙄
Tan poca cosa el y todos sus secuaces.
#RenunciaPiñera
#RenunciaChadwick
#RenunciaCubillos
#Osorno",['#RenunciaPiñera'],2019-07-13 21:09:49,"Santiago, Chilito"
1148938666930298881,Rrulo_stbn,#RenunciaChadwick #RenunciaUbilla #RenunciaCubillos #RenunciaPiñera mejor #RenuncienTodosLosWeones 🖕🖕🖕💩💩💩😓😓🤬🤬🤬 https://t.co/Asi0m8Bse0,['#RenunciaPiñera'],2019-07-10 12:54:59,"Puente Alto, Chile"
1155917356650156033,witgenuino,"Más de lo mismo, medidas parche sin ningún trasfondo, pura chaya... 😐🙄
#RenunciaPiñera
#GobiernoMediocre
#NoMásImprovisación
#NoMásCorruptos
👉#AC https://t.co/eg3ZZh7Ziv",['#RenunciaPiñera'],2019-07-29 19:05:48,Symbiotic City - Paine Towers
1148371958280654850,witgenuino,"Para desviar la atención, por el Caso #Catrillanca, obviamente. 😐🙄
#RenunciaChadwick
#RenunciaPiñera
#QueSeVayanTodos
#GobiernoMediocre
👉#AC https://t.co/8ALTVhSa3Y",['#RenunciaPiñera'],2019-07-08 23:23:05,Symbiotic City - Paine Towers
1150942524007165953,everhuguin,"@chivi45 @GobiernodeChile Renuncien ustedes no les sirven a los Chilenos !!
#cierrenfronteras
#chileparaloschilenos
#renunciapiñera https://t.co/ji8LXIiaXi",['#RenunciaPiñera'],2019-07-16 01:37:35,Chile
1154504124274114566,alexisAMLimport,@Cooperativa 🤯🤯🤯🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤷‍♂️🤷‍♂️🤷‍♂️csm que vergüenza ! #renunciapiñera,['#RenunciaPiñera'],2019-07-25 21:30:07,Chile
1152047497927430144,everhuguin,"#DerechoADeportar
Porque todo pais tiene un limite !
Ya es hora de salir a la calle a protestar!
#cierrenfronteras #chileparaloschilenos #renunciapiñera
@GobiernodeChile 
@sebastianpinera 
@VivaChileTV 
@quenopiensenxti https://t.co/g4f5F816JJ",['#RenunciaPiñera'],2019-07-19 02:48:22,Chile
1156336585262206976,PT92AF,"Y eso que tengo un Nokia 5120!!
😂😂😂
#RenunciaPiñera https://t.co/HTRumtCdUk",['#RenunciaPiñera'],2019-07-30 22:51:40,"Santiago, Chile"
1154445429037096960,titomarcelo,"@donrenatos La teoria del terror de #Chadwick para evitar q el país y la TV abierta hable del fuerte alza #Desempleo en Santiago, y la inminente subida en el país prontamente
#RenunciaPiñera #MonckebergRenuncia",['#RenunciaPiñera'],2019-07-25 17:36:53,"Iquique, Chile"
1153467151753330688,Andrea48617270,#RenunciaMañalich #RenunciaCubillos #RenunciaChadwick #RenunciaPiñera vayanse todos! Gobierno nefasto de derecha vale callampa! 💩 nadie les importa más que sus bolsillos y privilegios... #DespiertaChile,['#RenunciaPiñera'],2019-07-23 00:49:34,
1148586010579734528,everhuguin,"@rosysilvalopez Ya hay que parar este circo !
Y no reclamando tras un teclado 
Es tiempo de organizarse ...
#CierrenFronteras  #ChileParaLosChilenos  #nosestaninvadiendo
#RENUNCIAPIÑERA 
#nomasrefugiados",['#RenunciaPiñera'],2019-07-09 13:33:39,Chile
1154170350848086022,witgenuino,"No más impunidad, para las vacas sagradas... 😐🙄
#RenunciaPiñera
#FueraChadwick
#GobiernoMediocre
👉#AC https://t.co/E37U8L1v5J",['#RenunciaPiñera'],2019-07-24 23:23:49,Symbiotic City - Paine Towers
1156019549688356865,QLREPTILIANO,#RenunciaVizcarra #RenunciaPiñera #RenunciaBolsonaro #RenuncienTodos Poder del pueblo 💪,['#RenunciaPiñera'],2019-07-30 01:51:53,Palestina 
1146606899078582272,sir_emm,"#VamosChileCTM bueno ya que no vamos a la final y pasó el eclipse, ahora lo importante #RenunciaPiñera #RenunciaCubillos #AguanteLosProfes",['#RenunciaPiñera'],2019-07-04 02:29:22,"Viña del Mar, Chile"
1151103666444800000,Linarvillegas,"Lo mismo pasa o pasará en Chile 
#renunciaPiñera https://t.co/4OW6ospeQG",['#RenunciaPiñera'],2019-07-16 12:17:55,Chile
